edge_uid,activity_type,hour,total_trip_count,forward_trip_count,reverse_trip_count,forward_people_count,reverse_people_count,forward_commute_trip_count,reverse_commute_trip_count,forward_leisure_trip_count,reverse_leisure_trip_count,forward_male_people_count,reverse_male_people_count,forward_female_people_count,reverse_female_people_count,forward_unspecified_people_count,reverse_unspecified_people_count,forward_18_34_people_count,reverse_18_34_people_count,forward_35_54_people_count,reverse_35_54_people_count,forward_55_64_people_count,reverse_55_64_people_count,forward_65_plus_people_count,reverse_65_plus_people_count,forward_average_speed_meters_per_second,reverse_average_speed_meters_per_second,osm_reference_id,ride_count,ebike_ride_count
411323673,"Ride,EBikeRide",2022-06-14T09,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-03-16T13,10,10,0,10,0,0,0,10,0,10,0,0,0,0,0,5,0,5,0,0,0,0,0,5.51,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-15T15,15,10,0,10,0,5,0,10,0,5,0,5,0,0,0,5,0,10,0,0,0,0,0,6.25,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-10T08,10,5,5,5,5,5,5,0,0,5,5,0,5,0,0,5,5,0,0,0,0,0,0,6.44,7.53,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-07T15,10,10,5,10,5,0,0,10,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5.92,7.02,485519836,15,0
411323673,"Ride,EBikeRide",2022-09-21T18,10,10,5,10,5,5,0,0,0,5,5,0,0,0,0,5,5,5,0,0,0,0,0,5.75,7.19,485519836,15,0
411323673,"Ride,EBikeRide",2022-08-23T14,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5.7,4.89,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-19T10,15,10,5,10,5,0,0,10,5,5,5,5,0,0,0,5,0,5,0,0,0,0,0,5.72,0.0,485519836,15,0
411323673,"Ride,EBikeRide",2022-09-20T17,15,5,5,5,5,0,5,5,5,5,5,0,0,0,0,5,5,0,0,0,0,0,0,6.11,7.79,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-02T10,5,5,5,5,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.87,485519836,10,0
411323673,"Ride,EBikeRide",2022-07-10T08,5,5,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5.81,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-07-03T18,15,10,5,10,5,0,0,10,5,10,0,0,0,0,0,5,5,0,0,0,0,0,0,5.63,6.63,485519836,15,0
411323673,"Ride,EBikeRide",2022-09-06T16,15,5,5,5,5,0,5,5,5,5,5,0,0,0,0,0,5,5,5,0,0,0,0,5.64,7.36,485519836,10,0
411323673,"Ride,EBikeRide",2022-05-20T07,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0.0,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-16T21,5,5,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-05T14,25,10,10,10,10,0,0,10,10,10,5,0,5,0,0,0,5,10,5,0,0,0,0,5.76,6.32,485519836,20,0
411323673,"Ride,EBikeRide",2022-07-21T10,10,5,5,5,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.53,7.13,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-19T17,15,10,5,10,5,0,0,5,5,5,5,0,0,0,0,5,5,0,0,5,0,0,0,5.42,7.44,485519836,15,0
411323673,"Ride,EBikeRide",2022-04-23T17,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,5,0,0,5,0,0,0,0,5.38,6.95,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-29T14,5,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.94,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-12T16,10,5,5,5,5,5,0,0,5,0,5,0,0,0,0,5,0,0,5,0,0,0,0,5.64,7.27,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-03T08,10,5,5,5,5,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-26T12,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,0,0,5,0,0,0,0,0,5.58,7.05,485519836,10,0
411323673,"Ride,EBikeRide",2022-08-14T16,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.82,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-14T18,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0.0,0.0,485519836,0,0
411323673,"Ride,EBikeRide",2022-07-29T17,10,5,10,5,10,0,5,5,5,5,5,0,0,0,0,5,5,0,5,0,0,0,0,6.3,7.07,485519836,15,0
411323673,"Ride,EBikeRide",2022-09-06T08,10,5,5,5,5,0,5,5,0,5,5,0,0,0,0,5,0,0,5,0,0,0,0,7.19,6.7,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-13T16,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-06-13T19,15,5,10,5,5,0,5,5,5,5,5,0,0,0,0,0,5,5,0,0,0,0,0,5.17,6.53,485519836,15,0
411323673,"Ride,EBikeRide",2022-10-30T16,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,5,0,5,0,0,0,0,0,6.22,6.7,485519836,10,0
411323673,"Ride,EBikeRide",2022-07-18T16,15,10,10,10,10,10,5,0,5,5,5,5,0,0,0,5,5,5,5,0,0,0,0,5.94,7.95,485519836,20,0
411323673,"Ride,EBikeRide",2022-08-16T21,5,5,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,6.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-11-23T12,5,0,5,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-04-10T18,10,5,5,5,5,0,0,5,5,5,5,0,0,0,0,5,5,0,0,0,0,0,0,5.87,7.43,485519836,10,0
411323673,"Ride,EBikeRide",2022-06-07T09,5,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-06T21,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-06T17,10,5,0,5,0,5,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5.97,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-08-28T07,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,5.99,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-07-06T07,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,6.78,485519836,5,0
411323673,"Ride,EBikeRide",2022-09-06T13,5,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5.93,0.0,485519836,5,0
411323673,"Ride,EBikeRide",2022-10-25T08,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,6.88,485519836,5,0
411323673,"Ride,EBikeRide",2022-07-28T10,5,0,5,0,5,0,5,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0.0,8.35,485519836,5,0
411323673,"Ride,EBikeRide",2022-05-12T18,20,10,5,10,5,0,0,10,5,10,5,0,0,0,0,5,5,5,5,0,0,0,0,6.26,5.86,485519836,15,0
411323673,"Ride,EBikeRide",2022-10-22T09,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.0,0.0,485519836,5,0
