"DOCTNMBR","AGENCY","ACCDDATE","ACCDHOUR","COUNTY","CNTYCODE","MUNICIPALITY","MUNITYPE","MUNICODE","ONRDWY","ONRDWYDIR","ATRDWY","INTDIS","INTDIR","LATITUDE","LONGITUDE","INJSVR","TOTFATL","TOTINJ","TOTVEH","MNRCOLL","ACCDTYPE","AGGRFLAG","ATVFLAG","BIKEFLAG","BUSFLAG","CMVFLAG","CONSZONE","DEERFLAG","DISTRCTD","IMPAIRED","INTRFLAG","LANEDP1U","LANEDP2U","MCYCFLAG","OCCPPROT","PEDFLAG","SPEEDFLAG","TEENDRVR","65+DRVR","GOVTPROP"
01L0580QCM,"MADISON POLICE DEPARTMENT","09/17/2018","12","DANE","13","MADISON","C","1373","151 S PARK ST","N","BUICK ST",".05","W","43.041653","-89.39392","A","0","1","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L07K4SKR,"MADISON POLICE DEPARTMENT","10/02/2018","19","DANE","13","MADISON","C","1373","S BROOKS ST","","MOUND ST",".04","S","43.064787","-89.402456","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0F7HWSV,"MADISON POLICE DEPARTMENT","10/03/2018","14","DANE","13","MADISON","C","1373","N RANDALL AVE","","CAMPUS DR",".01","N","43.073013","-89.408996","C","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0W13B1Q,"MADISON POLICE DEPARTMENT","10/07/2018","2","DANE","13","MADISON","C","1373","REGENT ST","","S ORCHARD ST",".01","W","43.067734","-89.407569","A","0","1","1","1","5","","","","","","","","","Y","Y","","","","","Y","","","",""
01L0CJWD91,"MADISON POLICE DEPARTMENT","10/12/2018","15","DANE","13","MADISON","C","1373","N MILLS ST","","REGENT ST","0","","43.067693","-89.404048","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0G0ZLX4,"MADISON POLICE DEPARTMENT","10/29/2018","19","DANE","13","MADISON","C","1373","018 VERONA RD","E","RAYMOND RD",".08","S","43.030733","-89.460945","B","0","1","1","5","5","","","","","","Y","","","","Y","","","","","Y","","","",""
01L0FSSFD2,"MADISON POLICE DEPARTMENT","10/30/2018","17","DANE","13","MADISON","C","1373","WEST CORPORATE DR","","MILWAUKEE ST",".01","N","43.098451","-89.321533","A","0","1","1","0","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0X1Z7W4,"MADISON POLICE DEPARTMENT","11/02/2018","13","DANE","13","MADISON","C","1373","W JOHNSON ST","","N PARK ST",".01","E","43.072062","-89.400604","B","0","1","1","5","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L05BGSFX,"MADISON POLICE DEPARTMENT","11/05/2018","22","DANE","13","MADISON","C","1373","RAYMOND RD","","MCKENNA BLVD",".01","E","43.031786","-89.496804","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
59L05WRB01,"UW POLICE - MADISON","11/07/2018","13","DANE","13","MADISON","C","1373","BABCOCK DR","","OBSERVATORY DR (1)","0","","43.076452","-89.4127","C","0","1","1","5","1","","","","","Y","","","","","Y","","","","","Y","","","",""
01L044NQ9T,"MADISON POLICE DEPARTMENT","11/07/2018","16","DANE","13","MADISON","C","1373","WILLIAMSON ST","","S DICKINSON ST",".01","W","43.085656","-89.360915","B","0","1","1","0","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0F3SSH6,"MADISON POLICE DEPARTMENT","11/08/2018","18","DANE","13","MADISON","C","1373","D'ONOFRIO DR","","WEST TOWNE WAY",".01","S","43.057567","-89.514247","B","0","1","1","5","9","","","","","","","","Y","","Y","","","","","Y","","","",""
01L03W8HSK,"MADISON POLICE DEPARTMENT","11/09/2018","17","DANE","13","MADISON","C","1373","S HIGH POINT RD","","WATTS RD","0","","43.051953","-89.517867","C","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0BK8HQ1,"MADISON POLICE DEPARTMENT","11/12/2018","18","DANE","13","MADISON","C","1373","EAGAN RD","N","151 E WASHINGTON AVE",".01","S","43.126288","-89.310185","B","0","1","1","0","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0X9CGHS,"MADISON POLICE DEPARTMENT","11/19/2018","13","DANE","13","MADISON","C","1373","LANGDON ST","","N LAKE ST","0","","43.075879","-89.397358","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L01L4FB8,"MADISON POLICE DEPARTMENT","11/25/2018","3","DANE","13","MADISON","C","1373","E JOHNSON ST (1)","","WISCONSIN AVE",".01","E","43.076907","-89.386929","A","0","1","1","1","1","","","","","","","","","","Y","","","","Y","Y","","","",""
01L0DWMM14,"MADISON POLICE DEPARTMENT","11/28/2018","18","DANE","13","MADISON","C","1373","GILBERT RD","","S WHITNEY WAY",".01","S","43.044359","-89.473667","O","0","0","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0G9LVNS,"MADISON POLICE DEPARTMENT","12/06/2018","21","DANE","13","MADISON","C","1373","PORTAGE RD","","DONALD DR","0","","43.135897","-89.315646","A","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0X5NC7N,"MADISON POLICE DEPARTMENT","12/07/2018","10","DANE","13","MADISON","C","1373","W JOHNSON ST","","STATE ST",".01","S","43.074679","-89.390121","B","0","1","1","3","5","","","","","","","","","","Y","","Y","","","Y","","","Y",""
01L0X9CGJ3,"MADISON POLICE DEPARTMENT","12/11/2018","7","DANE","13","MADISON","C","1373","S BROOM ST","","W WILSON ST","0","","43.069213","-89.386058","B","0","1","1","1","1","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0DH97SG,"MADISON POLICE DEPARTMENT","12/18/2018","15","DANE","13","MADISON","C","1373","N SHERMAN AVE","","SCHLIMGEN AVE","0","","43.118895","-89.363707","C","0","1","1","0","1","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0XBLHMK,"MADISON POLICE DEPARTMENT","12/20/2018","18","DANE","13","MADISON","C","1373","E GORHAM ST","","N BUTLER ST","0","S","43.079526","-89.384981","C","0","1","1","0","1","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0F7HWTF,"MADISON POLICE DEPARTMENT","12/26/2018","15","DANE","13","MADISON","C","1373","S WHITNEY WAY","","ODANA RD",".01","S","43.049874","-89.473529","B","0","1","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0C9H5KS,"MADISON POLICE DEPARTMENT","01/03/2019","18","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","S","PAWLING ST","0","","43.102385","-89.346491","A","0","1","1","5","1","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0D7W14S,"MADISON POLICE DEPARTMENT","01/04/2019","10","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","CAREY CT",".05","S","43.093825","-89.357036","A","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0DWMM1P,"MADISON POLICE DEPARTMENT","01/05/2019","10","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","HIGHLAND AVE",".01","E","43.072116","-89.42854","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L02CL4FJ,"MADISON POLICE DEPARTMENT","01/09/2019","21","DANE","13","MADISON","C","1373","S ALLEN ST","","N ALLEN ST",".01","S","43.067767","-89.423773","B","0","1","1","0","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2DG4,"MADISON POLICE DEPARTMENT","01/31/2019","10","DANE","13","MADISON","C","1373","113 NORTHPORT DR","N","DRYDEN DR","0","","43.129119","-89.358943","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0DWMM1W,"MADISON POLICE DEPARTMENT","01/31/2019","18","DANE","13","MADISON","C","1373","PRINCETON AVE","","UNIVERSITY AVE","0","S","43.073193","-89.417786","A","0","1","1","0","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0W2BC89,"MADISON POLICE DEPARTMENT","02/08/2019","8","DANE","13","MADISON","C","1373","WHEELER RD","","ILENE LN","0","E","43.148345","-89.379148","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0GPZ7S3,"MADISON POLICE DEPARTMENT","03/09/2019","9","DANE","13","MADISON","C","1373","N BUTLER ST","","E GORHAM ST",".01","S","43.079522","-89.384846","B","0","1","1","1","5","Y","","","","","","","","","Y","","","","","Y","","","",""
01L0X1Z7X8,"MADISON POLICE DEPARTMENT","03/15/2019","10","DANE","13","MADISON","C","1373","N CARROLL ST","","W GORHAM ST","0","","43.076693","-89.388973","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L02CL4G0,"MADISON POLICE DEPARTMENT","03/21/2019","13","DANE","13","MADISON","C","1373","W WILSON ST","","S CARROLL ST","0","","43.071747","-89.382433","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0VXM80C,"MADISON POLICE DEPARTMENT","03/29/2019","14","DANE","13","MADISON","C","1373","BUICK ST","N","151 S PARK ST","0","E","43.041763","-89.39386","A","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
02L125DXWB,"DANE COUNTY SHERIFF","04/04/2019","14","DANE","13","MADISON","C","1373","INTERNATIONAL LN (1)","","DARWIN RD",".62","N","43.137466","-89.346483","B","0","1","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0FZQKW6,"MADISON POLICE DEPARTMENT","04/05/2019","13","DANE","13","MADISON","C","1373","W DAYTON ST","","N CHARTER ST","0","","43.07103","-89.40571","C","0","1","1","1","1","","","","Y","Y","","","","","Y","","","","","Y","","","",""
01L0TS2DJH,"MADISON POLICE DEPARTMENT","04/05/2019","23","DANE","13","MADISON","C","1373","W JOHNSON ST","","N FRANCES ST","0","","43.072016","-89.395859","A","0","1","1","1","5","","","","","","","","","Y","Y","","","","","Y","","","",""
01L0CVRP9C,"MADISON POLICE DEPARTMENT","04/07/2019","15","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","EAST CAMPUS MALL","0","","43.073241","-89.399034","B","0","1","1","0","5","","","","","","","","","","Y","","","","","Y","","","",""
01L074SFC0,"MADISON POLICE DEPARTMENT","04/10/2019","21","DANE","13","MADISON","C","1373","W DAYTON ST","","EAST CAMPUS MALL","0","","43.070917","-89.399084","O","0","0","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L02CL4G5,"MADISON POLICE DEPARTMENT","04/10/2019","8","DANE","13","MADISON","C","1373","W JOHNSON ST","","N FRANCES ST",".01","E","43.072011","-89.395689","C","0","2","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0H5JN0K,"MADISON POLICE DEPARTMENT","04/11/2019","8","DANE","13","MADISON","C","1373","N FRANCES ST","","W JOHNSON ST","0","S","43.071945","-89.395862","C","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0WGNQ6P,"MADISON POLICE DEPARTMENT","04/11/2019","19","DANE","13","MADISON","C","1373","W OLIN AVE","N","151 S PARK ST","0","E","43.054046","-89.396308","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0GR68X5,"MADISON POLICE DEPARTMENT","04/19/2019","14","DANE","13","MADISON","C","1373","REGENT ST","","S PARK ST","0","W","43.067634","-89.401068","C","0","1","1","1","5","","","","","","","","","","Y","","","","Y","Y","","","",""
01L0CVRP9P,"MADISON POLICE DEPARTMENT","05/08/2019","21","DANE","13","MADISON","C","1373","E WASHINGTON AVE","","S HANCOCK ST","0","","43.077383","-89.380318","O","0","0","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0X9CGKP,"MADISON POLICE DEPARTMENT","05/08/2019","21","DANE","13","MADISON","C","1373","N BALDWIN ST","S","151 E WASHINGTON AVE",".02","W","43.087546","-89.366519","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","Y","",""
01L0CS9M1F,"MADISON POLICE DEPARTMENT","05/11/2019","8","DANE","13","MADISON","C","1373","BUICK ST","","TAFT ST","0","","0","0","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","Y",""
01L03W8HV9,"MADISON POLICE DEPARTMENT","05/13/2019","11","DANE","13","MADISON","C","1373","SCHROEDER RD","","S GAMMON RD","0","","43.046219","-89.503227","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0WSK1BV,"MADISON POLICE DEPARTMENT","05/23/2019","21","DANE","13","MADISON","C","1373","EAST TOWNE BLVD","","EAGAN RD","0","","43.125175","-89.309076","A","0","1","1","1","9","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0DWMM2Q,"MADISON POLICE DEPARTMENT","05/29/2019","7","DANE","13","MADISON","C","1373","N WHITNEY WAY","","SHEBOYGAN AVE",".01","S","43.073123","-89.46756","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L07MLVVH,"MADISON POLICE DEPARTMENT","06/04/2019","22","DANE","13","MADISON","C","1373","113","N","DRYDEN DR","0","S","43.129074","-89.358973","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0W78HP5,"MADISON POLICE DEPARTMENT","06/09/2019","14","DANE","13","MADISON","C","1373","RAYMOND RD","","LELAND DR",".01","E","43.031908","-89.479576","O","0","0","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0C5S2CZ,"MADISON POLICE DEPARTMENT","07/16/2019","19","DANE","13","MADISON","C","1373","HUGHES PL","S","151",".01","W","43.039845","-89.394243","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0C0TWZK,"MADISON POLICE DEPARTMENT","07/16/2019","19","DANE","13","MADISON","C","1373","MONROE ST","","HARRISON ST",".01","E","43.064753","-89.417397","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L072BC44,"MADISON POLICE DEPARTMENT","07/28/2019","5","DANE","13","MADISON","C","1373","W LAKELAWN PL","","LANGDON ST",".01","N","43.076233","-89.393403","O","0","0","1","1","27","Y","","","","","","","","Y","Y","","Y","","","Y","","","",""
01L07LCTQR,"MADISON POLICE DEPARTMENT","08/04/2019","15","DANE","13","MADISON","C","1373","MONROE ST","","GLENWAY ST","0","","43.052889","-89.435329","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0W8HJSR,"MADISON POLICE DEPARTMENT","08/10/2019","23","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","S","N MARQUETTE ST",".02","N","43.104389","-89.341961","A","0","2","1","1","5","","","","","","","","","","Y","","","Y","","Y","","Y","",""
59L07NTWRN,"UW POLICE - MADISON","08/12/2019","17","DANE","13","MADISON","C","1373","HIGHLAND AVE","","MARSH DR","0","","43.078658","-89.430542","B","0","1","1","1","8","","","","","","","","","","Y","","Y","","","Y","","","",""
01L01S9LW2,"MADISON POLICE DEPARTMENT","08/20/2019","11","DANE","13","MADISON","C","1373","BB COTTAGE GROVE RD","","COTTAGE GROVE RD",".01","E","43.084501","-89.286379","B","0","1","1","5","1","","","","","","","","","","Y","","","","","Y","","Y","",""
01L0TS2DLW,"MADISON POLICE DEPARTMENT","08/31/2019","1","DANE","13","MADISON","C","1373","E WASHINGTON AVE","","N HANCOCK ST","0","","43.077383","-89.380318","A","0","1","1","1","5","","","","","","","","","Y","Y","","","","Y","Y","","","",""
01L00W4SL9,"MADISON POLICE DEPARTMENT","09/07/2019","12","DANE","13","MADISON","C","1373","W JOHNSON ST","","MARION ST","0","","43.071982","-89.394684","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L02PGFHQ,"MADISON POLICE DEPARTMENT","09/09/2019","17","DANE","13","MADISON","C","1373","ELDERBERRY RD","","JUNCTION RD (1)",".01","W","43.066487","-89.524604","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L050LHJP,"MADISON POLICE DEPARTMENT","09/21/2019","17","DANE","13","MADISON","C","1373","N LAKE ST","","LANGDON ST",".01","S","43.075783","-89.397362","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L07MLVWB,"MADISON POLICE DEPARTMENT","09/26/2019","7","DANE","13","MADISON","C","1373","CV","","SCOTT LN",".01","N","43.132935","-89.355246","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L01S9LWD,"MADISON POLICE DEPARTMENT","09/27/2019","18","DANE","13","MADISON","C","1373","MONROE ST","","REGENT ST",".01","W","43.06769","-89.412918","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0WSK1CJ,"MADISON POLICE DEPARTMENT","10/10/2019","19","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","N BALDWIN ST",".03","W","43.087073","-89.366699","K","1","0","1","1","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L00W4SLK,"MADISON POLICE DEPARTMENT","10/15/2019","21","DANE","13","MADISON","C","1373","EAST CAMPUS MALL","","W DAYTON ST","0","","43.070917","-89.399084","O","0","0","1","5","1","","","","","","","","Y","","Y","","","","","Y","","","",""
01L06WD6N4,"MADISON POLICE DEPARTMENT","10/19/2019","7","DANE","13","MADISON","C","1373","GILBERT RD","","RAYMOND RD","0","S","43.031813","-89.473404","B","0","1","1","1","36","Y","","","","","","","","","Y","","","","Y","Y","Y","","",""
01L0D2XVPX,"MADISON POLICE DEPARTMENT","10/21/2019","19","DANE","13","MADISON","C","1373","MCKENNA BLVD","","MORRAINE VIEW DR",".01","S","43.041335","-89.504868","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L03W8HW6,"MADISON POLICE DEPARTMENT","10/22/2019","10","DANE","13","MADISON","C","1373","PARK RIDGE DR","","S GAMMON RD",".01","E","43.044547","-89.503237","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L03DG26V,"MADISON POLICE DEPARTMENT","10/23/2019","19","DANE","13","MADISON","C","1373","S INGERSOLL ST","N","151","0","","43.084761","-89.369723","O","0","0","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L02T5JNK,"MADISON POLICE DEPARTMENT","10/24/2019","22","DANE","13","MADISON","C","1373","MARION ST","","W JOHNSON ST",".01","S","43.07186","-89.39469","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L01S9LX0,"MADISON POLICE DEPARTMENT","10/26/2019","21","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N ORCHARD ST","0","","43.073345","-89.407377","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0BSNQCJ,"MADISON POLICE DEPARTMENT","10/28/2019","18","DANE","13","MADISON","C","1373","N BASSETT ST","","W JOHNSON ST","0","","43.072271","-89.393543","O","0","0","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L03MV8W6,"MADISON POLICE DEPARTMENT","11/06/2019","16","DANE","13","MADISON","C","1373","AMERICAN PKWY","","BUTTONWOOD DR","0","","43.150407","-89.289535","B","0","1","1","5","36","","","","","","","","","","Y","","","","","Y","","","",""
01L0HT97RD,"MADISON POLICE DEPARTMENT","11/08/2019","13","DANE","13","MADISON","C","1373","S BEDFORD ST","","W WASHINGTON AVE","0","","43.068832","-89.392447","B","0","1","1","5","1","","","","","","","","","","Y","","","","Y","Y","","","","Y"
01L07MLVWT,"MADISON POLICE DEPARTMENT","11/11/2019","14","DANE","13","MADISON","C","1373","113 NORTHPORT DR","N","N SHERMAN AVE",".11","E","43.13004","-89.361509","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L027W13M,"MADISON POLICE DEPARTMENT","11/12/2019","8","DANE","13","MADISON","C","1373","REGENT ST","","S BREESE TER","0","","43.067791","-89.413905","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L01NLHLB,"MADISON POLICE DEPARTMENT","11/14/2019","10","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N FRANCES ST","0","","43.073187","-89.395831","C","0","1","1","1","1","","","","","Y","","","","","Y","","","","","Y","","","",""
01L0FGX4LG,"MADISON POLICE DEPARTMENT","11/19/2019","17","DANE","13","MADISON","C","1373","JUNCTION RD (1)","","BLACKWOLF DR",".05","N","43.071523","-89.524955","C","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L01Z7RBM,"MADISON POLICE DEPARTMENT","11/21/2019","11","DANE","13","MADISON","C","1373","REGENT ST","","S RANDALL AVE","0","W","43.067748","-89.40906","A","0","1","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","",""
01L0B7D6N4,"MADISON POLICE DEPARTMENT","12/02/2019","18","DANE","13","MADISON","C","1373","RAYMOND RD","","FRISCH RD","0","","43.031833","-89.493606","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","Y",""
01L00W4SM4,"MADISON POLICE DEPARTMENT","12/03/2019","6","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","S","E WASHINGTON AVE",".01","N","43.078605","-89.378686","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2DSF,"MADISON POLICE DEPARTMENT","12/16/2019","19","DANE","13","MADISON","C","1373","ROBERTS CT","","S SPOONER ST",".01","E","43.06641","-89.416595","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0B7D6N8,"MADISON POLICE DEPARTMENT","12/21/2019","11","DANE","13","MADISON","C","1373","GRANT ST","","MONROE ST",".01","E","43.065329","-89.416361","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0C22XW6,"MADISON POLICE DEPARTMENT","12/21/2019","20","DANE","13","MADISON","C","1373","LIEN RD (1)","","EAGAN RD","0","E","43.121028","-89.307204","B","0","1","1","5","5","","","","","","","","Y","","Y","","","","","Y","","Y","",""
01L0C0TX0N,"MADISON POLICE DEPARTMENT","12/24/2019","15","DANE","13","MADISON","C","1373","BELD ST","","BRAM ST","0","","43.045749","-89.393094","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2DS3,"MADISON POLICE DEPARTMENT","12/27/2019","14","DANE","13","MADISON","C","1373","MINERAL POINT RD (1)","","ISLAND DR",".01","W","43.060805","-89.486663","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","",""
01L01NLHLF,"MADISON POLICE DEPARTMENT","12/29/2019","20","DANE","13","MADISON","C","1373","N HENRY ST","","W GILMAN ST","0","","43.076084","-89.391651","C","0","1","1","1","9","","","","","","","","","","Y","","","","","Y","","","",""
01L0B655JV,"MADISON POLICE DEPARTMENT","01/03/2020","21","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","MILWAUKEE ST","0","S","43.100291","-89.348696","C","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2DST,"MADISON POLICE DEPARTMENT","01/09/2020","18","DANE","13","MADISON","C","1373","S STOUGHTON RD SERVICE RD 2","","PFLAUM RD",".01","S","43.062241","-89.308509","C","0","1","1","1","9","","","","","","","","","","Y","","","","","Y","","","",""
01L03B0009,"MADISON POLICE DEPARTMENT","02/01/2020","1","DANE","13","MADISON","C","1373","W JOHNSON ST","","N BASSETT ST","0","E","43.072307","-89.393486","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0J55JPP,"MADISON POLICE DEPARTMENT","02/03/2020","16","DANE","13","MADISON","C","1373","DELAPLAINE CT","S","151 S PARK ST","0","","43.058995","-89.400608","B","0","1","1","1","5","","","","","","","","Y","","Y","","","","","Y","","","Y",""
01L03LM8JZ,"MADISON POLICE DEPARTMENT","02/10/2020","20","DANE","13","MADISON","C","1373","N PARK ST","","W JOHNSON ST","0","N","43.072129","-89.400715","C","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","Y","","",""
01L0F2KRB9,"MADISON POLICE DEPARTMENT","02/13/2020","16","DANE","13","MADISON","C","1373","EASTWOOD DR","","ATWOOD AVE","0","","43.093174","-89.349535","B","0","2","1","1","5","","","","","","","","","Y","Y","","","","","Y","Y","","","Y"
01L00W4SN0,"MADISON POLICE DEPARTMENT","02/18/2020","12","DANE","13","MADISON","C","1373","W JOHNSON ST","","N FRANCES ST",".01","E","43.072012","-89.395731","B","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0K3KD6V,"MADISON POLICE DEPARTMENT","03/29/2020","19","DANE","13","MADISON","C","1373","W JOHNSON ST","","N LAKE ST",".04","W","43.072041","-89.398261","C","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L05WRB06,"MADISON POLICE DEPARTMENT","04/30/2020","13","DANE","13","MADISON","C","1373","MILKY WAY","","MILWAUKEE ST","0","S","43.099134","-89.279798","A","0","2","1","5","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2DZ3,"MADISON POLICE DEPARTMENT","06/12/2020","3","DANE","13","MADISON","C","1373","W JOHNSON ST","","N BROOM ST","0","","43.073489","-89.39172","C","0","1","1","5","1","","","","","","","","","","Y","","","","","Y","","","",""
01L084FB1J,"MADISON POLICE DEPARTMENT","06/18/2020","12","DANE","13","MADISON","C","1373","MINERAL POINT RD","","D'ONOFRIO DR",".02","W","43.060576","-89.513063","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0K3KD71,"MADISON POLICE DEPARTMENT","06/21/2020","2","DANE","13","MADISON","C","1373","N FRANCES ST","","UNIVERSITY AVE",".01","N","43.073324","-89.395827","A","0","1","1","3","1","","","","","","","","","","Y","","Y","","","Y","","","",""
01L01VRP61,"MADISON POLICE DEPARTMENT","07/21/2020","19","DANE","13","MADISON","C","1373","S INGERSOLL ST","","E WILSON ST","0","N","43.082679","-89.366975","C","0","1","1","1","9","","","","","","","","","","Y","","","","","Y","","","",""
01L0K3KD75,"MADISON POLICE DEPARTMENT","08/19/2020","23","DANE","13","MADISON","C","1373","S BASSETT ST","","W WASHINGTON AVE","0","S","43.070076","-89.390645","A","0","1","1","8","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0TS2F0L,"MADISON POLICE DEPARTMENT","09/21/2020","19","DANE","13","MADISON","C","1373","151 N SHORE DR","N","JOHN NOLEN DR","0","W","43.066982","-89.385774","B","0","1","1","1","1","Y","","","","","","","","","Y","","","","","Y","","","Y",""
01L0F1BQ7G,"MADISON POLICE DEPARTMENT","10/03/2020","19","DANE","13","MADISON","C","1373","REGENT ST","","N PARK ST","0","W","43.067634","-89.401077","C","0","1","1","0","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0JDKRBL,"MADISON POLICE DEPARTMENT","10/20/2020","21","DANE","13","MADISON","C","1373","N SIXTH ST","","E MIFFLIN ST","0","E","43.099187","-89.352197","B","0","1","1","1","1","","","","","","","","","","Y","","","","","Y","","","",""
01L0DDT5JV,"MADISON POLICE DEPARTMENT","11/04/2020","12","DANE","13","MADISON","C","1373","N BALDWIN ST","","SHERMAN AVE","0","E","43.091929","-89.372837","B","0","1","1","5","5","","","","","","","","","","Y","","","","","Y","","","Y",""
01L0DJJ932,"MADISON POLICE DEPARTMENT","11/06/2020","22","DANE","13","MADISON","C","1373","DRYDEN DR","N","113 NORTHPORT DR","0","N","43.12916","-89.358916","A","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L0GBTWW3,"MADISON POLICE DEPARTMENT","11/07/2020","20","DANE","13","MADISON","C","1373","MILWAUKEE ST","S","051 S STOUGHTON RD",".02","W","43.098308","-89.316867","C","0","1","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
01L014K16T,"MADISON POLICE DEPARTMENT","11/21/2020","15","DANE","13","MADISON","C","1373","151 S PARK ST","S","VILAS AVE","0","S","43.063124","-89.400808","A","0","2","1","1","5","","","","","","","","","","Y","","","","","Y","","","",""
