"DOCTNMBR","AGENCY","ACCDDATE","ACCDHOUR","COUNTY","CNTYCODE","MUNICIPALITY","MUNITYPE","MUNICODE","ONRDWY","ONRDWYDIR","ATRDWY","INTDIS","INTDIR","LATITUDE","LONGITUDE","INJSVR","TOTFATL","TOTINJ","TOTVEH","MNRCOLL","ACCDTYPE","AGGRFLAG","ATVFLAG","BIKEFLAG","BUSFLAG","CMVFLAG","CONSZONE","DEERFLAG","DISTRCTD","IMPAIRED","INTRFLAG","LANEDP1U","LANEDP2U","MCYCFLAG","OCCPPROT","PEDFLAG","SPEEDFLAG","TEENDRVR","65+DRVR","GOVTPROP"
01L0FQBC7T,"MADISON POLICE DEPARTMENT","06/22/2020","8","DANE","13","MADISON","C","1373","ATLAS AVE","","LUMBERMANS TRL",".01","N","43.084272","-89.306946","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L020GSGP,"MADISON POLICE DEPARTMENT","06/30/2020","13","DANE","13","MADISON","C","1373","MORRISON ST","","S DICKINSON ST","0","E","43.083183","-89.35729","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01Z7RBW,"MADISON POLICE DEPARTMENT","07/16/2020","22","DANE","13","MADISON","C","1373","E JOHNSON ST","","N FRANKLIN ST",".01","W","43.079985","-89.382546","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01713F4,"MADISON POLICE DEPARTMENT","08/02/2020","14","DANE","13","MADISON","C","1373","N SHERMAN AVE","S","113","0","S","43.130569","-89.363508","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FV1GK5,"MADISON POLICE DEPARTMENT","09/06/2020","14","DANE","13","MADISON","C","1373","N RANDALL AVE","","UNIVERSITY AVE",".01","S","43.073278","-89.409005","O","0","0","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01L4FD3,"MADISON POLICE DEPARTMENT","09/10/2020","12","DANE","13","MADISON","C","1373","HIGHLAND AVE","","CAMPUS DR","0","","43.072956","-89.428765","C","0","1","1","1","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L0F3SSL2,"MADISON POLICE DEPARTMENT","09/14/2020","20","DANE","13","MADISON","C","1373","S MILLS ST","","N MILLS ST","0","S","43.067665","-89.404048","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L02RXHQJ,"MADISON POLICE DEPARTMENT","09/17/2020","20","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","N","151","0","","43.102793","-89.345057","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0H0LHK7,"MADISON POLICE DEPARTMENT","09/18/2020","17","DANE","13","MADISON","C","1373","N SHERMAN AVE","","113",".14","S","43.128662","-89.363512","C","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0K3KD79,"MADISON POLICE DEPARTMENT","09/19/2020","17","DANE","13","MADISON","C","1373","S BROOM ST","S","151 JOHN NOLEN DR","0","W","43.068382","-89.384864","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L1HS26N3,"MADISON POLICE DEPARTMENT","10/07/2020","18","DANE","13","MADISON","C","1373","E JOHNSON ST","","N BUTLER ST","0","W","43.07892","-89.384068","O","0","0","1","5","1","","","Y","","","","","","","Y","","","","Y","","","","",""
5JL2C22XX8,"TOWN OF MADISON POLICE DEPT","10/07/2020","9","DANE","13","MADISON","T","1316","MC","","MM RIMROCK",".01","W","43.046766","-89.374307","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L03RKD6X,"MADISON POLICE DEPARTMENT","10/21/2020","19","DANE","13","MADISON","C","1373","LORCH ST","","UNIVERSITY AVE","0","S","43.073313","-89.409546","B","0","1","1","3","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L01VRP6F,"MADISON POLICE DEPARTMENT","10/21/2020","19","DANE","13","MADISON","C","1373","N LAKE ST","","W DAYTON ST","0","N","43.070964","-89.397497","B","0","1","1","3","1","","","Y","","Y","","","","","Y","","Y","","","","","","Y",""
01L0C713TH,"MADISON POLICE DEPARTMENT","10/22/2020","6","DANE","13","MADISON","C","1373","DUNNING ST","","ATWOOD AVE",".01","S","43.093055","-89.349406","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L062PGFM,"MADISON POLICE DEPARTMENT","11/11/2020","18","DANE","13","MADISON","C","1373","SIDNEY ST","","SHERMAN AVE",".01","E","43.091343","-89.373408","B","0","1","1","0","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0H1TJQB,"MADISON POLICE DEPARTMENT","11/12/2020","19","DANE","13","MADISON","C","1373","AB BUCKEYE RD","","MAHER AVE","0","E","43.073681","-89.312893","C","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0CTJN15,"MADISON POLICE DEPARTMENT","11/29/2020","8","DANE","13","MADISON","C","1373","W LAKESIDE ST","S","151 S PARK ST","0","E","43.056154","-89.398019","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0J1GFC6,"MADISON POLICE DEPARTMENT","03/03/2021","15","DANE","13","MADISON","C","1373","WALTER ST","","HARGROVE ST","0","N","43.091634","-89.327374","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0TS2F2N,"MADISON POLICE DEPARTMENT","03/05/2021","18","DANE","13","MADISON","C","1373","COTTAGE GROVE RD","","COTTAGE CT",".01","E","43.083894","-89.313045","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L01VRP6X,"MADISON POLICE DEPARTMENT","04/01/2021","9","DANE","13","MADISON","C","1373","151 JOHN NOLEN DR","N","151","0","","43.068257","-89.384599","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L01Z7RCF,"MADISON POLICE DEPARTMENT","04/29/2021","10","DANE","13","MADISON","C","1373","S BLOUNT ST","","WILLIAMSON ST","0","S","43.076965","-89.373198","A","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L1JXM7RC,"MADISON POLICE DEPARTMENT","05/07/2021","10","DANE","13","MADISON","C","1373","151","","151 E WASHINGTON AVE",".01","S","43.10663","-89.339255","C","0","1","1","5","9","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0NQ6N0J,"MADISON POLICE DEPARTMENT","05/10/2021","16","DANE","13","MADISON","C","1373","N BROOM ST","","STATE ST",".02","S","43.07462","-89.39315","B","0","1","1","0","1","","","Y","","","","","","","Y","","","","","","","Y","",""
01L01TJN41,"MADISON POLICE DEPARTMENT","05/12/2021","6","DANE","13","MADISON","C","1373","COTTAGE GROVE RD","","ATWOOD AVE","0","E","43.083672","-89.324933","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L020GSH8,"MADISON POLICE DEPARTMENT","05/13/2021","17","DANE","13","MADISON","C","1373","PD MCKEE RD","","MUIR FIELD RD",".01","E","43.015784","-89.511305","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0C0TX1D,"MADISON POLICE DEPARTMENT","05/17/2021","17","DANE","13","MADISON","C","1373","N THOMPSON DR","","LIEN RD","0","E","43.121182","-89.299011","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FLM7VG,"MADISON POLICE DEPARTMENT","05/22/2021","15","DANE","13","MADISON","C","1373","N SECOND ST","","113","0","E","43.095472","-89.360363","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0DRXHPB,"MADISON POLICE DEPARTMENT","05/22/2021","15","DANE","13","MADISON","C","1373","OLINTURVILLE CT","","E LAKESIDE ST","0","S","43.055721","-89.380699","O","0","0","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0TVJ8WM,"MADISON POLICE DEPARTMENT","05/25/2021","0","DANE","13","MADISON","C","1373","N FRANCES ST","","UNIVERSITY AVE","0","S","43.073128","-89.395832","B","0","1","1","8","1","","","Y","","","","","","","Y","","","","Y","","","","",""
01L00W4SPC,"MADISON POLICE DEPARTMENT","06/03/2021","9","DANE","13","MADISON","C","1373","STATE ST","","N LAKE ST","0","E","43.074896","-89.397365","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L020GSHC,"MADISON POLICE DEPARTMENT","06/13/2021","16","DANE","13","MADISON","C","1373","MINERAL POINT RD","","S HIGH POINT RD",".01","E","43.060531","-89.517364","B","0","1","1","3","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0G8CTKD,"MADISON POLICE DEPARTMENT","06/17/2021","15","DANE","13","MADISON","C","1373","PAWLING ST","","HOARD ST","0","S","43.105149","-89.346455","B","0","1","1","5","9","","","Y","","","","","","","Y","","","","","","","","",""
01L084FB2G,"MADISON POLICE DEPARTMENT","06/17/2021","8","DANE","13","MADISON","C","1373","RED TAIL DR","","SHADOW WOOD DR","0","","43.031765","-89.552804","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L1JJ8VNQ,"MADISON POLICE DEPARTMENT","06/26/2021","16","DANE","13","MADISON","C","1373","E MAIN ST","","S BUTLER ST","0","W","43.075892","-89.380126","O","0","0","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0H0LHKF,"MADISON POLICE DEPARTMENT","06/28/2021","17","DANE","13","MADISON","C","1373","MONROE ST","","REGENT ST",".01","W","43.067696","-89.412909","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0FLM7VK,"MADISON POLICE DEPARTMENT","06/29/2021","19","DANE","13","MADISON","C","1373","DIVISION ST","","EASTWOOD DR",".01","S","43.092374","-89.351049","C","0","1","1","5","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L0F2KRCV,"MADISON POLICE DEPARTMENT","07/02/2021","6","DANE","13","MADISON","C","1373","151","","151 E WASHINGTON AVE","0","N","43.102288","-89.346433","K","1","0","1","5","4","","","Y","","","","","","","Y","","","","","","Y","","",""
01L0H1TJRC,"MADISON POLICE DEPARTMENT","07/08/2021","16","DANE","13","MADISON","C","1373","WEST CORPORATE DR","","MILWAUKEE ST","0","N","43.09829","-89.321531","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L1JXM7RG,"MADISON POLICE DEPARTMENT","07/09/2021","11","DANE","13","MADISON","C","1373","ATWOOD AVE","","DUNNING ST","0","E","43.093208","-89.349425","A","0","1","1","5","1","","","Y","","","Y","","","","Y","","","","","","","","",""
01L0FDG28N,"MADISON POLICE DEPARTMENT","07/16/2021","10","DANE","13","MADISON","C","1373","RIMROCK RD","","MC JOHN NOLEN DR",".01","N","43.046817","-89.374099","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L03XHJR6,"MADISON POLICE DEPARTMENT","07/24/2021","7","DANE","13","MADISON","C","1373","S BLAIR ST","N","151 S BLAIR ST",".02","S","43.075868","-89.375271","B","0","1","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0C4K14M,"MADISON POLICE DEPARTMENT","07/26/2021","15","DANE","13","MADISON","C","1373","KNUTSON DR","","WESTPORT RD","0","E","43.141679","-89.39445","B","0","1","1","2","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0TS2F3X,"MADISON POLICE DEPARTMENT","08/02/2021","17","DANE","13","MADISON","C","1373","113 1ST ST","","E JOHNSON ST","0","E","43.094192","-89.362096","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L12WMLX5,"MADISON POLICE DEPARTMENT","08/02/2021","8","DANE","13","MADISON","C","1373","N BUTLER ST","","E MIFFLIN ST",".01","S","43.077574","-89.382275","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","Y",""
01L01VRP7K,"MADISON POLICE DEPARTMENT","08/14/2021","12","DANE","13","MADISON","C","1373","N MILLS ST","","W DAYTON ST","0","","43.070929","-89.40409","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L00W4SPR,"MADISON POLICE DEPARTMENT","08/26/2021","18","DANE","13","MADISON","C","1373","151 N SHORE DR","","JOHN NOLEN DR",".01","W","43.066977","-89.385835","O","0","0","1","0","1","","","Y","","","","","Y","","Y","","","","","","","","",""
01L02CL4H2,"MADISON POLICE DEPARTMENT","08/29/2021","16","DANE","13","MADISON","C","1373","LUMBERMANS TRL","","COTTAGE GROVE RD",".01","S","43.083997","-89.306903","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L03MV8Z0,"MADISON POLICE DEPARTMENT","08/29/2021","14","DANE","13","MADISON","C","1373","ODANA RD","","GRAND CANYON DR",".01","W","43.056589","-89.49663","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0NQ6N15,"MADISON POLICE DEPARTMENT","09/01/2021","13","DANE","13","MADISON","C","1373","MS UNIVERSITY AVE","","N SEGOE RD","0","","43.075292","-89.456891","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","Y","","Y",""
01L02T5JRC,"MADISON POLICE DEPARTMENT","09/03/2021","17","DANE","13","MADISON","C","1373","N ORCHARD ST","","UNIVERSITY AVE",".01","S","43.073249","-89.407368","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L02RXHS2,"MADISON POLICE DEPARTMENT","09/05/2021","15","DANE","13","MADISON","C","1373","ATWOOD AVE","","WALTER ST",".01","W","43.089484","-89.329591","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0W8HJVH,"MADISON POLICE DEPARTMENT","09/16/2021","13","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","HILL ST","0","","43.075203","-89.443669","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","Y","",""
01L1JJ8VPC,"MADISON POLICE DEPARTMENT","09/30/2021","14","DANE","13","MADISON","C","1373","151 JOHN NOLEN DR","","JOHN NOLEN DR","0","","43.066979","-89.385805","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
5JL28HJN1Z,"TOWN OF MADISON POLICE DEPT","10/02/2021","14","DANE","13","MADISON","T","1316","D","","MARTIN ST",".01","N","43.043198","-89.403955","C","0","1","1","0","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0TS2F4P,"MADISON POLICE DEPARTMENT","10/07/2021","11","DANE","13","MADISON","C","1373","N FRANCES ST","","UNIVERSITY AVE","0","","43.073219","-89.395785","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L04FB06F,"MADISON POLICE DEPARTMENT","10/14/2021","6","DANE","13","MADISON","C","1373","W DAYTON ST","","N CHARTER ST","0","","43.071029","-89.405695","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L1K3KD76,"MADISON POLICE DEPARTMENT","10/30/2021","14","DANE","13","MADISON","C","1373","151 S PARK ST","","151",".01","S","43.06086","-89.400659","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0X1Z809,"MADISON POLICE DEPARTMENT","11/09/2021","8","DANE","13","MADISON","C","1373","S BLOUNT ST","","E WILSON ST","0","","43.077645","-89.374114","C","0","1","1","5","9","","","Y","","","","","","","Y","","","","","","","","",""
01L03DG297,"MADISON POLICE DEPARTMENT","11/15/2021","9","DANE","13","MADISON","C","1373","051 S STOUGHTON RD","","AB","0","","43.073363","-89.309912","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0PGFB19,"MADISON POLICE DEPARTMENT","11/18/2021","12","DANE","13","MADISON","C","1373","W WASHINGTON AVE","","151 PROUDFIT ST",".09","E","43.067907","-89.393755","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L02T5JRK,"MADISON POLICE DEPARTMENT","11/19/2021","16","DANE","13","MADISON","C","1373","N PARK ST","","W DAYTON ST","0","","43.070962","-89.40081","C","0","1","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0GZCGGN,"MADISON POLICE DEPARTMENT","12/01/2021","17","DANE","13","MADISON","C","1373","N PARK ST","","W DAYTON ST",".01","N","43.071069","-89.40075","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","Y","",""
01L01TJN57,"MADISON POLICE DEPARTMENT","12/13/2021","10","DANE","13","MADISON","C","1373","N SHERMAN AVE","","COMMERCIAL AVE","0","","43.106818","-89.363771","A","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L1JJ8VPH,"MADISON POLICE DEPARTMENT","12/17/2021","6","DANE","13","MADISON","C","1373","E MIFFLIN ST","","N BREARLY ST","0","","43.084361","-89.37275","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L1MN3P3G,"MADISON POLICE DEPARTMENT","02/01/2022","7","DANE","13","MADISON","C","1373","OLD SAUK RD","","WATERSIDE ST","0","","43.074852","-89.545423","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0KRB01C,"MADISON POLICE DEPARTMENT","02/16/2022","22","DANE","13","MADISON","C","1373","051 N STOUGHTON RD","","151 E WASHINGTON AVE",".03","S","43.116411","-89.324255","B","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L04FB07B,"MADISON POLICE DEPARTMENT","04/18/2022","10","DANE","13","MADISON","C","1373","018 VERONA RD","","RAYMOND RD",".02","S","43.030721","-89.460961","O","0","0","1","0","1","","","Y","","","","","","","Y","","","","","","","Y","",""
01L1MRSSFL,"MADISON POLICE DEPARTMENT","06/06/2022","17","DANE","13","MADISON","C","1373","DRAKE ST","","151 S PARK ST","0","","43.062065","-89.400932","O","0","0","1","1","9","","","Y","","","","","","","Y","","","","","","","","",""
01L1JJ8VQ6,"MADISON POLICE DEPARTMENT","06/15/2022","14","DANE","13","MADISON","C","1373","S BROOM ST","","151 JOHN NOLEN DR",".01","W","43.068392","-89.384885","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L1N1713M,"MADISON POLICE DEPARTMENT","06/23/2022","15","DANE","13","MADISON","C","1373","W WINGRA DR","","151 S PARK ST","0","","43.049145","-89.393952","C","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
5JL2BDBC7P,"TOWN OF MADISON POLICE DEPT","07/02/2022","8","DANE","13","MADISON","T","1316","MM RIMROCK","","RUSK AVE E",".01","S","43.042548","-89.377447","A","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0CZ7RG4,"MADISON POLICE DEPARTMENT","07/03/2022","13","DANE","13","MADISON","C","1373","REGENT ST","","S FRANKLIN AVE","0","","43.067969","-89.43627","A","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L1M2T5K6,"MADISON POLICE DEPARTMENT","07/06/2022","13","DANE","13","MADISON","C","1373","JUNCTION RD","","MINERAL POINT RD","0","","43.06022","-89.527428","B","0","1","1","1","9","","","Y","","","","","","","Y","","","","","","","","Y",""
01L0PGFB22,"MADISON POLICE DEPARTMENT","07/12/2022","17","DANE","13","MADISON","C","1373","EAST CAMPUS MALL","","REGENT ST",".01","N","43.067754","-89.399213","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L1PGFB01,"MADISON POLICE DEPARTMENT","07/12/2022","22","DANE","13","MADISON","C","1373","EASTWOOD DR","","DIVISION ST","0","","43.092414","-89.351067","O","0","0","1","1","32","","","Y","","","","","Y","","Y","","Y","","","","","Y","",""
01L1MDPGFC,"MADISON POLICE DEPARTMENT","07/12/2022","21","DANE","13","MADISON","C","1373","W DAYTON ST","","N BASSETT ST","0","","43.071548","-89.392593","O","0","0","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0PGFB23,"MADISON POLICE DEPARTMENT","07/20/2022","7","DANE","13","MADISON","C","1373","W DAYTON ST","","N LAKE ST","0","","43.070972","-89.397497","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L1HHDXW2,"MADISON POLICE DEPARTMENT","07/30/2022","16","DANE","13","MADISON","C","1373","151 N SHORE DR","","JOHN NOLEN DR",".01","W","43.066971","-89.385915","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0549LWF,"MADISON POLICE DEPARTMENT","08/19/2022","13","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N PARK ST","0","","43.07317","-89.400689","B","0","1","1","0","1","","","Y","","","","","","","Y","","","","","","","","",""
01L1LS5WRK,"MADISON POLICE DEPARTMENT","09/01/2022","17","DANE","13","MADISON","C","1373","S FEW ST","","WILLIAMSON ST","0","","43.083286","-89.36426","B","0","1","1","3","1","","","Y","","","","","","","Y","","Y","","","","","","",""
01L0TS2F6N,"MADISON POLICE DEPARTMENT","09/08/2022","17","DANE","13","MADISON","C","1373","E MIFFLIN ST","","N DICKINSON ST","0","","43.089368","-89.365518","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0KNTWSM,"MADISON POLICE DEPARTMENT","09/08/2022","10","DANE","13","MADISON","C","1373","N CHARTER ST","","UNIVERSITY AVE","0","","43.073333","-89.405987","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L01VRP8G,"MADISON POLICE DEPARTMENT","09/10/2022","8","DANE","13","MADISON","C","1373","151 JOHN NOLEN DR","","151","0","","43.068211","-89.384625","B","0","1","1","1","1","","","Y","","","","","","","Y","","","","","","","","",""
01L0CZ7RGF,"MADISON POLICE DEPARTMENT","09/17/2022","20","DANE","13","MADISON","C","1373","MM RIMROCK RD","","MOORLAND RD","0","","43.035693","-89.379762","C","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L1N3P3BM,"MADISON POLICE DEPARTMENT","09/19/2022","14","DANE","13","MADISON","C","1373","UNIVERSITY AVE","","N RANDALL AVE","0","","43.073311","-89.409011","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","Y","",""
01L0HM427D,"MADISON POLICE DEPARTMENT","09/19/2022","13","DANE","13","MADISON","C","1373","W JOHNSON ST","","N CHARTER ST","0","","43.07216","-89.405684","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0PGFB2D,"MADISON POLICE DEPARTMENT","10/04/2022","7","DANE","13","MADISON","C","1373","S BUTLER ST","","E MAIN ST","0","","43.075953","-89.380154","O","0","0","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0T6RP3C,"MADISON POLICE DEPARTMENT","10/05/2022","9","DANE","13","MADISON","C","1373","W MAIN ST","","151 PROUDFIT ST","0","","43.066257","-89.393772","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","Y",""
01L1JJ8VQW,"MADISON POLICE DEPARTMENT","10/07/2022","10","DANE","13","MADISON","C","1373","W MIFFLIN ST","","N FAIRCHILD ST","0","","43.074104","-89.387346","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L1P5S278,"MADISON POLICE DEPARTMENT","10/13/2022","9","DANE","13","MADISON","C","1373","W BELTLINE FRONTAGE RD S","","TODD DR",".01","W","43.03496","-89.42303","C","0","1","1","1","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0549LWL,"MADISON POLICE DEPARTMENT","10/22/2022","16","DANE","13","MADISON","C","1373","151 E WASHINGTON AVE","","S LIVINGSTON ST","0","","43.080985","-89.375095","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L03XHJSD,"MADISON POLICE DEPARTMENT","10/24/2022","12","DANE","13","MADISON","C","1373","E WILSON ST","","WILLIAMSON ST","0","","43.075983","-89.376241","B","0","1","1","6","1","","","Y","","Y","Y","","","","Y","","Y","","","","","","",""
01L0Z2T5KC,"MADISON POLICE DEPARTMENT","10/24/2022","15","DANE","13","MADISON","C","1373","WRIGHT ST","","ANDERSON ST",".01","S","43.12005","-89.330426","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","Y","","","","",""
01L1NSNQ6Z,"MADISON POLICE DEPARTMENT","10/27/2022","6","DANE","13","MADISON","C","1373","JOHN NOLEN DR","","151 JOHN NOLEN DR",".01","S","43.066826","-89.385791","K","1","0","1","5","4","Y","","Y","","","","","","","Y","","","","","","Y","","",""
01L1N3P3BZ,"MADISON POLICE DEPARTMENT","11/03/2022","16","DANE","13","MADISON","C","1373","COMMONWEALTH AVE","","HILLINGTON GREEN",".04","S","43.063203","-89.425699","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
01L0K3KD89,"MADISON POLICE DEPARTMENT","11/03/2022","15","DANE","13","MADISON","C","1373","W JOHNSON ST","","N BASSETT ST","0","","43.072297","-89.393502","B","0","1","1","5","1","","","Y","","","","","","","Y","","","","","","","","",""
01L1NSNQ73,"MADISON POLICE DEPARTMENT","11/17/2022","15","DANE","13","MADISON","C","1373","N BALDWIN ST","","151 E WASHINGTON AVE","0","","43.087394","-89.366304","B","0","1","1","5","4","","","Y","","","","","","","Y","","","","","","","","",""
