"Location","Year","Series","Series Code","Month","Permits"
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,48.0
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,43.0
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,73.0
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,30.0
"Madison, WI",2010,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,50.0
"Madison, WI",2011,"Total Units",1.0,1.0,111.0
"Madison, WI",2011,"Total Units",1.0,2.0,76.0
"Madison, WI",2011,"Total Units",1.0,3.0,105.0
"Madison, WI",2011,"Total Units",1.0,4.0,108.0
"Madison, WI",2011,"Total Units",1.0,5.0,188.0
"Madison, WI",2011,"Total Units",1.0,6.0,109.0
"Madison, WI",2011,"Total Units",1.0,7.0,112.0
"Madison, WI",2011,"Total Units",1.0,8.0,183.0
"Madison, WI",2011,"Total Units",1.0,9.0,122.0
"Madison, WI",2011,"Total Units",1.0,10.0,103.0
"Madison, WI",2011,"Total Units",1.0,11.0,147.0
"Madison, WI",2011,"Total Units",1.0,12.0,94.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,1.0,38.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,2.0,56.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,3.0,64.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,4.0,77.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,5.0,72.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,6.0,70.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,7.0,75.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,8.0,72.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,9.0,67.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,10.0,51.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,11.0,46.0
"Madison, WI",2011,"Units in Single-Family Structures",2.0,12.0,45.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,1.0,73.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,2.0,20.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,3.0,41.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,4.0,31.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,5.0,116.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,6.0,39.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,7.0,37.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,8.0,111.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,9.0,55.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,10.0,52.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,11.0,101.0
"Madison, WI",2011,"Units in All Multi-Family Structures",3.0,12.0,49.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,1.0,2.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,3.0,0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,4.0,4.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,5.0,8.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,7.0,2.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,8.0,2.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,9.0,2.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,10.0,6.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,11.0,2.0
"Madison, WI",2011,"Units in 2-unit Multi-Family Structures",4.0,12.0,2.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,7.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,4.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,3.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,4.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,4.0
"Madison, WI",2011,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,71.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,20.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,41.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,27.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,101.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,35.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,35.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,109.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,50.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,42.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,95.0
"Madison, WI",2011,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,47.0
"Madison, WI",2012,"Total Units",1.0,1.0,62.0
"Madison, WI",2012,"Total Units",1.0,2.0,84.0
"Madison, WI",2012,"Total Units",1.0,3.0,78.0
"Madison, WI",2012,"Total Units",1.0,4.0,153.0
"Madison, WI",2012,"Total Units",1.0,5.0,196.0
"Madison, WI",2012,"Total Units",1.0,6.0,249.0
"Madison, WI",2012,"Total Units",1.0,7.0,187.0
"Madison, WI",2012,"Total Units",1.0,8.0,370.0
"Madison, WI",2012,"Total Units",1.0,9.0,351.0
"Madison, WI",2012,"Total Units",1.0,10.0,265.0
"Madison, WI",2012,"Total Units",1.0,11.0,294.0
"Madison, WI",2012,"Total Units",1.0,12.0,148.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,1.0,38.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,2.0,51.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,3.0,68.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,4.0,88.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,5.0,105.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,6.0,88.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,7.0,88.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,8.0,101.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,9.0,66.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,10.0,75.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,11.0,66.0
"Madison, WI",2012,"Units in Single-Family Structures",2.0,12.0,64.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,1.0,24.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,2.0,33.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,3.0,10.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,4.0,65.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,5.0,91.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,6.0,161.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,7.0,99.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,8.0,269.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,9.0,285.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,10.0,190.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,11.0,228.0
"Madison, WI",2012,"Units in All Multi-Family Structures",3.0,12.0,84.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,3.0,2.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,4.0,4.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,5.0,2.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,6.0,4.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,7.0,0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,8.0,6.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,9.0,6.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,10.0,4.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,11.0,4.0
"Madison, WI",2012,"Units in 2-unit Multi-Family Structures",4.0,12.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,3.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,3.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,3.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,8.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,8.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,4.0
"Madison, WI",2012,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,3.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,21.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,30.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,5.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,53.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,89.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,157.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,99.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,255.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,279.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,186.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,220.0
"Madison, WI",2012,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,81.0
"Madison, WI",2013,"Total Units",1.0,1.0,127.0
"Madison, WI",2013,"Total Units",1.0,2.0,68.0
"Madison, WI",2013,"Total Units",1.0,3.0,239.0
"Madison, WI",2013,"Total Units",1.0,4.0,383.0
"Madison, WI",2013,"Total Units",1.0,5.0,161.0
"Madison, WI",2013,"Total Units",1.0,6.0,122.0
"Madison, WI",2013,"Total Units",1.0,7.0,242.0
"Madison, WI",2013,"Total Units",1.0,8.0,361.0
"Madison, WI",2013,"Total Units",1.0,9.0,345.0
"Madison, WI",2013,"Total Units",1.0,10.0,392.0
"Madison, WI",2013,"Total Units",1.0,11.0,275.0
"Madison, WI",2013,"Total Units",1.0,12.0,266.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,1.0,69.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,2.0,68.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,3.0,86.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,4.0,119.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,5.0,111.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,6.0,112.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,7.0,125.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,8.0,138.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,9.0,116.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,10.0,141.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,11.0,93.0
"Madison, WI",2013,"Units in Single-Family Structures",2.0,12.0,67.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,1.0,58.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,2.0,0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,3.0,153.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,4.0,264.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,5.0,50.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,6.0,10.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,7.0,117.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,8.0,223.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,9.0,229.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,10.0,251.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,11.0,182.0
"Madison, WI",2013,"Units in All Multi-Family Structures",3.0,12.0,199.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,3.0,8.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,4.0,10.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,5.0,4.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,7.0,8.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,8.0,4.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,9.0,6.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,10.0,6.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,11.0,2.0
"Madison, WI",2013,"Units in 2-unit Multi-Family Structures",4.0,12.0,6.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,3.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,4.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,4.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,3.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,4.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,16.0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,0
"Madison, WI",2013,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,4.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,58.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,142.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,250.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,46.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,6.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,109.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,216.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,219.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,229.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,180.0
"Madison, WI",2013,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,189.0
"Madison, WI",2014,"Total Units",1.0,1.0,504.0
"Madison, WI",2014,"Total Units",1.0,2.0,198.0
"Madison, WI",2014,"Total Units",1.0,3.0,175.0
"Madison, WI",2014,"Total Units",1.0,4.0,203.0
"Madison, WI",2014,"Total Units",1.0,5.0,498.0
"Madison, WI",2014,"Total Units",1.0,6.0,417.0
"Madison, WI",2014,"Total Units",1.0,7.0,310.0
"Madison, WI",2014,"Total Units",1.0,8.0,334.0
"Madison, WI",2014,"Total Units",1.0,9.0,339.0
"Madison, WI",2014,"Total Units",1.0,10.0,364.0
"Madison, WI",2014,"Total Units",1.0,11.0,321.0
"Madison, WI",2014,"Total Units",1.0,12.0,235.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,1.0,57.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,2.0,72.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,3.0,94.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,4.0,137.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,5.0,119.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,6.0,106.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,7.0,116.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,8.0,177.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,9.0,89.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,10.0,118.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,11.0,78.0
"Madison, WI",2014,"Units in Single-Family Structures",2.0,12.0,63.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,1.0,447.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,2.0,126.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,3.0,81.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,4.0,66.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,5.0,379.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,6.0,311.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,7.0,194.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,8.0,157.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,9.0,250.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,10.0,246.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,11.0,243.0
"Madison, WI",2014,"Units in All Multi-Family Structures",3.0,12.0,172.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,1.0,0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,2.0,2.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,3.0,12.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,4.0,6.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,5.0,2.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,6.0,6.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,7.0,4.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,8.0,2.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,9.0,6.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,10.0,4.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,11.0,2.0
"Madison, WI",2014,"Units in 2-unit Multi-Family Structures",4.0,12.0,4.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,3.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,3.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,3.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,3.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,3.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,7.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,15.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,4.0
"Madison, WI",2014,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,447.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,124.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,66.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,57.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,374.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,302.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,7.0,190.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,8.0,152.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,9.0,237.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,10.0,227.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,11.0,237.0
"Madison, WI",2014,"Units in 5+ Unit Multi-Family Structures",6.0,12.0,168.0
"Madison, WI",2015,"Total Units",1.0,1.0,95.0
"Madison, WI",2015,"Total Units",1.0,2.0,121.0
"Madison, WI",2015,"Total Units",1.0,3.0,399.0
"Madison, WI",2015,"Total Units",1.0,4.0,432.0
"Madison, WI",2015,"Total Units",1.0,5.0,335.0
"Madison, WI",2015,"Total Units",1.0,6.0,233.0
"Madison, WI",2015,"Total Units",1.0,7.0,729.0
"Madison, WI",2015,"Total Units",1.0,8.0,227.0
"Madison, WI",2015,"Total Units",1.0,9.0,205.0
"Madison, WI",2015,"Total Units",1.0,10.0,268.0
"Madison, WI",2015,"Total Units",1.0,11.0,297.0
"Madison, WI",2015,"Total Units",1.0,12.0,163.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,1.0,73.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,2.0,84.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,3.0,101.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,4.0,143.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,5.0,131.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,6.0,138.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,7.0,143.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,8.0,124.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,9.0,128.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,10.0,139.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,11.0,79.0
"Madison, WI",2015,"Units in Single-Family Structures",2.0,12.0,118.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,1.0,22.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,2.0,37.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,3.0,298.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,4.0,289.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,5.0,204.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,6.0,95.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,7.0,586.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,8.0,103.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,9.0,77.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,10.0,129.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,11.0,218.0
"Madison, WI",2015,"Units in All Multi-Family Structures",3.0,12.0,45.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,1.0,4.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,2.0,0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,3.0,2.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,4.0,6.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,5.0,8.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,6.0,0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,7.0,24.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,8.0,2.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,9.0,0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,10.0,0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,11.0,2.0
"Madison, WI",2015,"Units in 2-unit Multi-Family Structures",4.0,12.0,2.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,1.0,3.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,2.0,10.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,3.0,8.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,4.0,12.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,5.0,3.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,6.0,0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,7.0,16.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,8.0,0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,9.0,7.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,10.0,19.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,11.0,4.0
"Madison, WI",2015,"Units in 3- and 4-unit Multi-Family Structures",5.0,12.0,0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,1.0,15.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,2.0,27.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,3.0,288.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,4.0,271.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,5.0,193.0
"Madison, WI",2015,"Units in 5+ Unit Multi-Family Structures",6.0,6.0,95.0
